card_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
CA312,C1311,A2311,34511.92,ACTIVE,LOAN,2023-08-06,B20,OK,N
CA313,C1312,A2312,16947.93,PENDING,CURRENT,2020-11-26,B8,OK,N
CA314,C1313,A2313,312.24,ACTIVE,CURRENT,2023-02-05,B14,OK,Y
CA315,C1314,A2314,14357.78,PENDING,SAVINGS,2023-07-07,B13,OK,Y
CA316,C1315,A2315,21421.38,PENDING,LOAN,2020-10-15,B7,OK,Y
CA317,C1316,A2316,15735.54,INACTIVE,CURRENT,2025-06-10,B3,OK,N
CA318,C1317,A2317,17684.02,ACTIVE,SAVINGS,2023-07-03,B14,OK,Y
CA319,C1318,A2318,40430.2,PENDING,CURRENT,2023-02-05,B5,OK,N
CA320,C1319,A2319,21022.55,INACTIVE,CURRENT,2025-03-31,B20,OK,Y
CA321,C1320,A2320,,PENDING,CURRENT,2023-03-14,B8,OK,Y
CA322,C1321,A2321,1292.26,INACTIVE,SAVINGS,2021-07-12,B14,OK,N
CA323,C1322,A2322,33324.75,INACTIVE,SAVINGS,2021-01-30,B19,OK,Y
CA324,C1323,A2323,24600.3,ACTIVE,SAVINGS,2023-10-30,B8,OK,Y
CA325,C1324,A2324,37639.76,INACTIVE,CURRENT,2022-09-09,B18,OK,N
CA326,C1325,A2325,17915.25,PENDING,SAVINGS,2022-08-20,B14,,N
CA327,C1326,A2326,43743.3,PENDING,SAVINGS,2025-02-21,B5,OK,Y
CA328,C1327,A2327,7566.21,PENDING,SAVINGS,2020-09-16,B11,OK,N
CA329,C1328,A2328,22682.68,INACTIVE,CURRENT,2020-07-27,B7,OK,Y
CA330,C1329,A2329,22853.93,INACTIVE,CURRENT,2021-02-17,B19,OK,N
CA331,C1330,A2330,31419.71,PENDING,SAVINGS,2022-08-08,B10,OK,Y
CA332,C1331,A2331,18892.4,PENDING,LOAN,2021-08-01,B6,OK,Y
CA333,C1332,A2332,21975.54,INACTIVE,LOAN,2021-09-14,B1,OK,N
CA334,C1333,A2333,23712.85,INACTIVE,LOAN,2022-09-16,B11,OK,Y
CA335,C1334,A2334,4017.63,PENDING,SAVINGS,2022-07-25,B14,OK,Y
CA336,C1335,A2335,36214.23,PENDING,CURRENT,2021-07-27,B5,OK,N
CA337,C1336,A2336,19161.66,ACTIVE,LOAN,2020-06-23,B15,OK,N
CA338,C1337,A2337,43770.27,PENDING,CURRENT,2021-08-06,B13,OK,N
CA339,C1338,A2338,5724.19,PENDING,SAVINGS,2020-02-15,B5,OK,Y
CA340,C1339,A2339,13095.73,ACTIVE,CURRENT,2024-03-27,B14,OK,N
CA341,C1340,A2340,41893.8,INACTIVE,LOAN,2021-03-19,B5,OK,Y
CA342,C1341,A2341,21002.38,INACTIVE,LOAN,2022-04-02,B8,OK,Y
CA343,C1342,A2342,10602.56,ACTIVE,CURRENT,2021-01-24,B19,OK,N
CA344,C1343,A2343,1874.97,ACTIVE,SAVINGS,2025-05-11,B1,OK,N
CA345,C1344,A2344,15617.8,ACTIVE,LOAN,2022-06-14,B20,OK,Y
CA346,C1345,A2345,45037.8,INACTIVE,LOAN,2020-02-21,B17,OK,N
CA347,C1346,A2346,33983.38,PENDING,LOAN,2025-04-17,B8,OK,Y
CA348,C1347,A2347,39853.99,ACTIVE,CURRENT,2022-05-13,B7,OK,Y
CA349,C1348,A2348,23405.34,ACTIVE,SAVINGS,2023-01-18,B6,OK,N
CA350,C1349,A2349,17810.32,ACTIVE,SAVINGS,2023-09-29,B10,OK,N
CA351,C1350,A2350,21508.78,PENDING,SAVINGS,2024-12-30,B13,,Y
CA352,C1351,A2351,21777.77,INACTIVE,CURRENT,2023-06-12,B12,OK,N
CA353,C1352,A2352,36505.32,INACTIVE,CURRENT,2024-01-12,B20,OK,Y
CA354,C1353,A2353,16596.0,ACTIVE,SAVINGS,2020-11-12,B10,OK,Y
CA355,C1354,A2354,4358.38,INACTIVE,CURRENT,2022-04-13,B20,OK,Y
CA356,C1355,A2355,25858.66,PENDING,CURRENT,2024-04-23,B13,OK,N
CA357,C1356,A2356,18138.78,INACTIVE,CURRENT,2022-08-27,B15,OK,N
CA358,C1357,A2357,13141.05,ACTIVE,CURRENT,2021-03-23,B17,OK,N
CA359,C1358,A2358,15161.54,ACTIVE,LOAN,2020-04-03,B11,OK,N
CA360,C1359,A2359,47783.31,PENDING,CURRENT,2020-08-04,B3,OK,Y
CA361,C1360,A2360,,INACTIVE,CURRENT,2021-08-06,B13,OK,Y
CA362,C1361,A2361,18416.74,INACTIVE,SAVINGS,2020-06-11,B15,OK,N
CA363,C1362,A2362,49168.01,INACTIVE,LOAN,2021-09-10,B4,OK,N
CA364,C1363,A2363,39956.86,ACTIVE,LOAN,2022-08-07,B16,OK,Y
CA365,C1364,A2364,14380.22,ACTIVE,SAVINGS,2022-09-10,B5,OK,N
CA366,C1365,A2365,2670.42,ACTIVE,SAVINGS,2020-07-13,B9,OK,Y
CA367,C1366,A2366,10385.83,ACTIVE,CURRENT,2023-03-24,B1,OK,Y
CA368,C1367,A2367,14506.05,ACTIVE,LOAN,2023-12-03,B15,OK,Y
CA369,C1368,A2368,9287.48,PENDING,LOAN,2023-07-12,B7,OK,Y
CA370,C1369,A2369,49314.23,INACTIVE,LOAN,2022-07-20,B20,OK,Y
CA371,C1370,A2370,3465.45,ACTIVE,CURRENT,2025-02-21,B12,OK,N
CA372,C1371,A2371,1639.81,ACTIVE,LOAN,2022-12-14,B6,OK,Y
CA373,C1372,A2372,23212.32,PENDING,CURRENT,2023-11-18,B14,OK,Y
CA374,C1373,A2373,28705.92,ACTIVE,SAVINGS,2021-08-19,B19,OK,Y
CA375,C1374,A2374,30174.63,ACTIVE,CURRENT,2022-06-29,B5,OK,Y
CA376,C1375,A2375,36454.54,INACTIVE,SAVINGS,2020-07-31,B5,,Y
CA377,C1376,A2376,33109.66,INACTIVE,SAVINGS,2025-04-08,B18,OK,N
CA378,C1377,A2377,39628.35,PENDING,LOAN,2021-08-04,B17,OK,Y
CA379,C1378,A2378,46821.45,ACTIVE,SAVINGS,2022-02-28,B15,OK,Y
CA380,C1379,A2379,33870.77,PENDING,CURRENT,2021-03-17,B19,OK,Y
CA381,C1380,A2380,35947.24,ACTIVE,LOAN,2023-10-24,B5,OK,N
CA382,C1381,A2381,46641.01,ACTIVE,CURRENT,2022-03-10,B14,OK,Y
CA383,C1382,A2382,47978.9,PENDING,SAVINGS,2020-12-22,B17,OK,Y
CA384,C1383,A2383,23206.73,PENDING,SAVINGS,2023-06-19,B18,OK,Y
CA385,C1384,A2384,998.41,INACTIVE,SAVINGS,2022-01-14,B3,OK,N
CA386,C1385,A2385,20993.42,INACTIVE,LOAN,2022-08-29,B14,OK,N
CA387,C1386,A2386,4068.98,PENDING,CURRENT,2022-08-28,B16,OK,N
CA388,C1387,A2387,47023.94,INACTIVE,CURRENT,2021-08-27,B5,OK,N
CA389,C1388,A2388,49639.88,ACTIVE,SAVINGS,2021-02-10,B16,OK,Y
CA390,C1389,A2389,40571.12,ACTIVE,CURRENT,2021-09-08,B6,OK,Y
CA391,C1390,A2390,36244.14,PENDING,SAVINGS,2021-04-29,B12,OK,N
CA392,C1391,A2391,28421.63,PENDING,CURRENT,2021-11-22,B14,OK,Y
CA393,C1392,A2392,30475.87,ACTIVE,LOAN,2023-04-25,B8,OK,Y
CA394,C1393,A2393,29319.84,INACTIVE,SAVINGS,2021-03-20,B12,OK,Y
CA395,C1394,A2394,4248.57,ACTIVE,LOAN,2021-03-16,B20,OK,N
CA396,C1395,A2395,6413.52,PENDING,SAVINGS,2022-01-31,B14,OK,Y
CA397,C1396,A2396,6655.07,INACTIVE,CURRENT,2020-08-12,B15,OK,N
CA398,C1397,A2397,12728.53,INACTIVE,CURRENT,2020-01-28,B10,OK,N
CA399,C1398,A2398,36045.37,INACTIVE,CURRENT,2023-01-20,B16,OK,Y
CA400,C1399,A2399,49308.48,PENDING,CURRENT,2025-01-01,B2,OK,Y
CA401,C1400,A2400,,PENDING,CURRENT,2022-10-07,B5,,Y
CA402,C1401,A2401,29680.32,PENDING,LOAN,2024-05-21,B4,OK,N
CA403,C1402,A2402,5831.25,PENDING,SAVINGS,2025-02-08,B8,OK,N
CA404,C1403,A2403,13749.84,PENDING,SAVINGS,2020-04-23,B14,OK,N
CA405,C1404,A2404,45820.49,INACTIVE,CURRENT,2020-06-10,B17,OK,Y
CA406,C1405,A2405,48175.63,ACTIVE,CURRENT,2020-05-01,B20,OK,Y
CA407,C1406,A2406,13523.51,ACTIVE,SAVINGS,2022-08-19,B7,OK,Y
CA408,C1407,A2407,49600.1,ACTIVE,SAVINGS,2024-02-05,B15,OK,N
CA409,C1408,A2408,10062.39,PENDING,CURRENT,2025-06-08,B5,OK,N
CA410,C1409,A2409,25884.88,INACTIVE,LOAN,2024-02-19,B5,OK,Y
CA411,C1410,A2410,11140.73,PENDING,LOAN,2021-05-02,B3,OK,Y
CA412,C1411,A2411,27901.56,ACTIVE,SAVINGS,2025-02-15,B5,OK,Y
CA413,C1412,A2412,42573.28,PENDING,CURRENT,2024-05-19,B20,OK,Y
CA414,C1413,A2413,1063.49,ACTIVE,CURRENT,2020-07-07,B10,OK,N
CA415,C1414,A2414,41515.45,INACTIVE,LOAN,2021-09-01,B17,OK,N
CA416,C1415,A2415,35677.99,PENDING,SAVINGS,2023-08-05,B2,OK,Y
CA417,C1416,A2416,13262.06,PENDING,CURRENT,2025-04-15,B12,OK,N
CA418,C1417,A2417,31052.46,INACTIVE,SAVINGS,2021-02-02,B18,OK,Y
CA419,C1418,A2418,38613.61,PENDING,LOAN,2023-05-17,B17,OK,N
CA420,C1419,A2419,12532.5,INACTIVE,LOAN,2023-11-24,B8,OK,N
CA421,C1420,A2420,36212.8,ACTIVE,LOAN,2021-04-12,B9,OK,Y
CA422,C1421,A2421,23905.45,INACTIVE,LOAN,2022-02-03,B18,OK,N
CA423,C1422,A2422,28799.04,PENDING,LOAN,2021-06-29,B14,OK,Y
CA424,C1423,A2423,26379.31,PENDING,LOAN,2023-04-22,B6,OK,Y
CA425,C1424,A2424,8531.61,ACTIVE,SAVINGS,2022-01-18,B7,OK,Y
CA426,C1425,A2425,21363.26,PENDING,LOAN,2024-10-13,B3,,Y
CA427,C1426,A2426,38810.15,INACTIVE,SAVINGS,2022-09-03,B13,OK,N
CA428,C1427,A2427,45966.08,PENDING,LOAN,2024-06-15,B9,OK,N
CA429,C1428,A2428,29328.82,ACTIVE,SAVINGS,2022-05-31,B4,OK,Y
CA430,C1429,A2429,21170.53,INACTIVE,SAVINGS,2023-02-25,B13,OK,Y
CA431,C1430,A2430,26565.62,ACTIVE,LOAN,2024-02-17,B15,OK,Y
CA432,C1431,A2431,36990.44,ACTIVE,SAVINGS,2022-02-16,B9,OK,Y
CA433,C1432,A2432,27193.83,ACTIVE,LOAN,2023-01-22,B11,OK,N
CA434,C1433,A2433,37967.71,INACTIVE,LOAN,2020-11-05,B4,OK,N
CA435,C1434,A2434,35475.78,ACTIVE,SAVINGS,2025-04-05,B9,OK,Y
CA436,C1435,A2435,6861.86,ACTIVE,LOAN,2020-01-25,B17,OK,N
CA437,C1436,A2436,44824.18,ACTIVE,LOAN,2023-01-18,B10,OK,N
CA438,C1437,A2437,40877.76,PENDING,LOAN,2021-11-19,B6,OK,N
CA439,C1438,A2438,30131.46,ACTIVE,LOAN,2023-09-01,B2,OK,N
CA440,C1439,A2439,11402.24,INACTIVE,LOAN,2023-12-11,B9,OK,Y
CA441,C1440,A2440,,PENDING,CURRENT,2023-03-16,B4,OK,Y
CA442,C1441,A2441,2810.25,INACTIVE,LOAN,2024-10-29,B10,OK,Y
CA443,C1442,A2442,24199.52,PENDING,CURRENT,2023-12-29,B13,OK,N
CA444,C1443,A2443,27232.49,PENDING,CURRENT,2020-04-03,B9,OK,N
CA445,C1444,A2444,45162.77,INACTIVE,SAVINGS,2020-01-13,B7,OK,N
CA446,C1445,A2445,47764.69,INACTIVE,LOAN,2021-07-16,B10,OK,N
CA447,C1446,A2446,32073.38,INACTIVE,LOAN,2024-04-19,B19,OK,N
CA448,C1447,A2447,14084.17,PENDING,LOAN,2020-05-14,B5,OK,N
CA449,C1448,A2448,38244.46,INACTIVE,SAVINGS,2024-07-28,B1,OK,Y
CA450,C1449,A2449,25879.39,INACTIVE,LOAN,2024-01-25,B6,OK,Y
CA451,C1450,A2450,5318.23,PENDING,LOAN,2024-04-03,B19,,N
CA452,C1451,A2451,35262.9,INACTIVE,SAVINGS,2021-02-24,B10,OK,Y
CA453,C1452,A2452,31956.83,INACTIVE,LOAN,2022-08-09,B15,OK,Y
CA454,C1453,A2453,17555.13,PENDING,LOAN,2020-11-16,B3,OK,N
CA455,C1454,A2454,9709.68,INACTIVE,CURRENT,2022-03-17,B11,OK,Y
CA456,C1455,A2455,28611.82,INACTIVE,SAVINGS,2024-04-29,B19,OK,N
CA457,C1456,A2456,38861.98,PENDING,CURRENT,2024-07-18,B12,OK,Y
CA458,C1457,A2457,16831.99,INACTIVE,CURRENT,2024-03-30,B10,OK,N
CA459,C1458,A2458,45866.53,PENDING,CURRENT,2022-10-29,B6,OK,Y
CA460,C1459,A2459,49467.14,INACTIVE,CURRENT,2025-05-20,B2,OK,N
CA461,C1460,A2460,38167.7,ACTIVE,CURRENT,2024-11-28,B2,OK,N
CA462,C1461,A2461,26877.26,PENDING,SAVINGS,2021-03-29,B8,OK,N
CA463,C1462,A2462,5019.18,ACTIVE,SAVINGS,2025-01-15,B12,OK,Y
CA464,C1463,A2463,44553.45,INACTIVE,LOAN,2022-08-12,B15,OK,Y
CA465,C1464,A2464,23465.53,PENDING,SAVINGS,2020-02-25,B13,OK,N
CA466,C1465,A2465,27914.27,ACTIVE,LOAN,2023-11-04,B2,OK,N
CA467,C1466,A2466,47533.12,ACTIVE,CURRENT,2023-07-22,B6,OK,Y
CA468,C1467,A2467,1795.23,PENDING,LOAN,2021-05-12,B6,OK,Y
CA469,C1468,A2468,8905.47,INACTIVE,SAVINGS,2024-08-16,B9,OK,Y
CA470,C1469,A2469,46735.75,PENDING,CURRENT,2020-06-25,B1,OK,N
CA471,C1470,A2470,10797.97,INACTIVE,LOAN,2022-02-06,B8,OK,Y
CA472,C1471,A2471,9330.51,INACTIVE,CURRENT,2021-09-25,B2,OK,Y
CA473,C1472,A2472,18718.08,INACTIVE,SAVINGS,2022-09-25,B3,OK,N
CA474,C1473,A2473,49251.02,INACTIVE,SAVINGS,2020-12-31,B11,OK,N
CA475,C1474,A2474,32227.68,INACTIVE,SAVINGS,2022-10-08,B3,OK,N
CA476,C1475,A2475,16938.37,PENDING,SAVINGS,2024-04-01,B13,,Y
CA477,C1476,A2476,11112.43,INACTIVE,SAVINGS,2023-01-25,B19,OK,Y
CA478,C1477,A2477,12454.29,PENDING,LOAN,2022-01-09,B2,OK,N
CA479,C1478,A2478,30544.83,PENDING,LOAN,2024-02-11,B5,OK,Y
CA480,C1479,A2479,11627.22,INACTIVE,SAVINGS,2021-10-28,B5,OK,Y
CA481,C1480,A2480,,ACTIVE,LOAN,2024-10-09,B8,OK,Y
CA482,C1481,A2481,17230.4,ACTIVE,SAVINGS,2021-06-27,B17,OK,N
CA483,C1482,A2482,26025.11,PENDING,LOAN,2023-11-04,B10,OK,Y
CA484,C1483,A2483,42500.09,PENDING,CURRENT,2025-03-18,B15,OK,N
CA485,C1484,A2484,47647.44,INACTIVE,LOAN,2020-08-08,B5,OK,Y
CA486,C1485,A2485,25782.32,PENDING,LOAN,2023-11-22,B6,OK,N
CA487,C1486,A2486,23104.27,INACTIVE,SAVINGS,2022-06-22,B14,OK,N
CA488,C1487,A2487,30141.72,PENDING,SAVINGS,2020-01-16,B12,OK,N
CA489,C1488,A2488,4949.67,INACTIVE,SAVINGS,2020-03-27,B4,OK,Y
CA490,C1489,A2489,32170.39,INACTIVE,LOAN,2025-03-06,B1,OK,Y
CA491,C1490,A2490,22776.36,PENDING,SAVINGS,2021-07-06,B13,OK,Y
CA492,C1491,A2491,4860.99,ACTIVE,LOAN,2020-08-29,B18,OK,N
CA493,C1492,A2492,12032.3,ACTIVE,CURRENT,2024-10-05,B15,OK,Y
CA494,C1493,A2493,16754.26,ACTIVE,CURRENT,2020-08-14,B8,OK,Y
CA495,C1494,A2494,35810.75,ACTIVE,CURRENT,2023-08-15,B16,OK,Y
CA496,C1495,A2495,13921.52,ACTIVE,SAVINGS,2020-07-22,B10,OK,Y
CA497,C1496,A2496,48431.52,ACTIVE,LOAN,2020-03-08,B17,OK,Y
CA498,C1497,A2497,9950.48,ACTIVE,LOAN,2022-06-11,B18,OK,N
CA499,C1498,A2498,11460.35,PENDING,LOAN,2020-05-09,B1,OK,N
CA500,C1499,A2499,42237.62,PENDING,LOAN,2021-06-20,B3,OK,Y
