branch_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
BR313,C1312,A2312,25607.51,INACTIVE,CURRENT,2021-07-02,B16,OK,Y
BR314,C1313,A2313,35168.75,PENDING,CURRENT,2022-08-22,B16,OK,Y
BR315,C1314,A2314,27331.09,ACTIVE,LOAN,2023-10-12,B9,OK,N
BR316,C1315,A2315,7282.79,INACTIVE,SAVINGS,2020-08-28,B19,OK,Y
BR317,C1316,A2316,31776.27,PENDING,CURRENT,2021-02-18,B10,OK,N
BR318,C1317,A2317,41687.66,INACTIVE,LOAN,2020-12-11,B18,OK,N
BR319,C1318,A2318,35714.47,ACTIVE,LOAN,2020-02-18,B13,OK,Y
BR320,C1319,A2319,36378.08,ACTIVE,LOAN,2020-09-26,B15,OK,Y
BR321,C1320,A2320,,PENDING,LOAN,2024-05-19,B10,OK,N
BR322,C1321,A2321,27557.35,ACTIVE,LOAN,2021-02-15,B9,OK,Y
BR323,C1322,A2322,38225.37,PENDING,LOAN,2024-05-25,B3,OK,Y
BR324,C1323,A2323,39878.94,INACTIVE,CURRENT,2024-05-14,B1,OK,Y
BR325,C1324,A2324,14845.78,INACTIVE,LOAN,2022-05-08,B19,OK,Y
BR326,C1325,A2325,17836.3,PENDING,LOAN,2022-01-27,B14,,Y
BR327,C1326,A2326,49279.25,PENDING,CURRENT,2022-08-04,B12,OK,N
BR328,C1327,A2327,34442.72,PENDING,LOAN,2020-03-28,B11,OK,Y
BR329,C1328,A2328,14123.04,PENDING,SAVINGS,2020-11-10,B1,OK,N
BR330,C1329,A2329,36898.66,PENDING,SAVINGS,2024-08-31,B7,OK,N
BR331,C1330,A2330,7884.39,ACTIVE,LOAN,2020-07-24,B9,OK,N
BR332,C1331,A2331,10663.75,INACTIVE,SAVINGS,2022-05-09,B13,OK,N
BR333,C1332,A2332,43115.21,INACTIVE,CURRENT,2023-07-11,B13,OK,Y
BR334,C1333,A2333,17240.45,ACTIVE,CURRENT,2021-04-27,B12,OK,Y
BR335,C1334,A2334,5755.84,INACTIVE,LOAN,2020-07-28,B13,OK,N
BR336,C1335,A2335,9561.36,ACTIVE,SAVINGS,2020-05-12,B14,OK,Y
BR337,C1336,A2336,18651.74,ACTIVE,SAVINGS,2023-07-18,B5,OK,Y
BR338,C1337,A2337,7677.1,ACTIVE,CURRENT,2023-06-23,B15,OK,N
BR339,C1338,A2338,23111.86,PENDING,CURRENT,2024-09-08,B9,OK,Y
BR340,C1339,A2339,23712.54,INACTIVE,LOAN,2022-02-11,B17,OK,Y
BR341,C1340,A2340,46126.69,ACTIVE,CURRENT,2023-12-16,B10,OK,Y
BR342,C1341,A2341,30324.17,INACTIVE,SAVINGS,2024-01-22,B9,OK,Y
BR343,C1342,A2342,1379.0,INACTIVE,SAVINGS,2025-06-21,B7,OK,N
BR344,C1343,A2343,1535.28,PENDING,CURRENT,2024-12-21,B11,OK,N
BR345,C1344,A2344,14729.02,PENDING,CURRENT,2020-12-15,B11,OK,N
BR346,C1345,A2345,20058.65,ACTIVE,LOAN,2020-01-21,B10,OK,N
BR347,C1346,A2346,25614.53,INACTIVE,SAVINGS,2022-03-22,B2,OK,N
BR348,C1347,A2347,20330.85,PENDING,LOAN,2024-04-24,B5,OK,Y
BR349,C1348,A2348,6778.45,ACTIVE,LOAN,2023-04-17,B18,OK,Y
BR350,C1349,A2349,21183.01,INACTIVE,LOAN,2023-02-03,B14,OK,Y
BR351,C1350,A2350,27172.78,PENDING,SAVINGS,2020-01-09,B8,,Y
BR352,C1351,A2351,46759.75,INACTIVE,CURRENT,2023-02-14,B20,OK,N
BR353,C1352,A2352,41606.76,INACTIVE,LOAN,2020-05-31,B12,OK,Y
BR354,C1353,A2353,33011.33,ACTIVE,SAVINGS,2022-08-17,B18,OK,N
BR355,C1354,A2354,17549.72,ACTIVE,SAVINGS,2024-06-14,B8,OK,Y
BR356,C1355,A2355,41870.34,INACTIVE,CURRENT,2024-06-14,B1,OK,N
BR357,C1356,A2356,36601.34,INACTIVE,CURRENT,2024-01-04,B3,OK,N
BR358,C1357,A2357,20404.3,INACTIVE,LOAN,2020-04-09,B20,OK,Y
BR359,C1358,A2358,49365.54,PENDING,LOAN,2020-11-15,B13,OK,Y
BR360,C1359,A2359,20460.4,ACTIVE,LOAN,2023-04-17,B14,OK,N
BR361,C1360,A2360,,INACTIVE,CURRENT,2020-03-17,B15,OK,Y
BR362,C1361,A2361,20114.8,PENDING,SAVINGS,2023-02-16,B19,OK,N
BR363,C1362,A2362,15633.88,ACTIVE,CURRENT,2021-08-08,B9,OK,Y
BR364,C1363,A2363,47285.02,ACTIVE,CURRENT,2025-02-10,B10,OK,Y
BR365,C1364,A2364,43770.36,INACTIVE,CURRENT,2025-06-07,B5,OK,Y
BR366,C1365,A2365,2400.34,INACTIVE,LOAN,2022-04-10,B7,OK,N
BR367,C1366,A2366,7000.05,ACTIVE,SAVINGS,2024-07-09,B1,OK,N
BR368,C1367,A2367,48589.15,INACTIVE,CURRENT,2022-03-20,B12,OK,N
BR369,C1368,A2368,29872.72,INACTIVE,LOAN,2024-09-19,B6,OK,N
BR370,C1369,A2369,30999.5,INACTIVE,CURRENT,2022-01-21,B8,OK,Y
BR371,C1370,A2370,30150.51,PENDING,LOAN,2024-11-08,B9,OK,Y
BR372,C1371,A2371,7482.39,PENDING,SAVINGS,2022-01-20,B17,OK,N
BR373,C1372,A2372,24383.09,INACTIVE,LOAN,2020-09-04,B12,OK,Y
BR374,C1373,A2373,35651.25,PENDING,SAVINGS,2021-02-23,B12,OK,N
BR375,C1374,A2374,633.1,ACTIVE,CURRENT,2020-04-06,B10,OK,Y
BR376,C1375,A2375,30562.51,INACTIVE,CURRENT,2021-12-16,B19,,N
BR377,C1376,A2376,48311.82,PENDING,LOAN,2023-01-15,B16,OK,N
BR378,C1377,A2377,20606.53,PENDING,SAVINGS,2023-02-14,B20,OK,Y
BR379,C1378,A2378,33539.92,ACTIVE,LOAN,2024-11-13,B1,OK,N
BR380,C1379,A2379,4164.0,ACTIVE,LOAN,2020-01-11,B9,OK,Y
BR381,C1380,A2380,22879.14,INACTIVE,SAVINGS,2024-06-23,B5,OK,Y
BR382,C1381,A2381,28515.04,ACTIVE,SAVINGS,2024-01-26,B18,OK,N
BR383,C1382,A2382,48347.9,PENDING,LOAN,2021-05-24,B9,OK,Y
BR384,C1383,A2383,9631.82,ACTIVE,SAVINGS,2021-04-07,B5,OK,Y
BR385,C1384,A2384,31603.4,ACTIVE,LOAN,2024-06-26,B4,OK,Y
BR386,C1385,A2385,43943.43,PENDING,SAVINGS,2021-07-30,B15,OK,N
BR387,C1386,A2386,21884.23,PENDING,LOAN,2022-07-05,B20,OK,Y
BR388,C1387,A2387,37948.74,INACTIVE,LOAN,2021-09-26,B5,OK,Y
BR389,C1388,A2388,6858.04,PENDING,LOAN,2023-11-29,B10,OK,Y
BR390,C1389,A2389,21334.99,INACTIVE,SAVINGS,2023-07-03,B20,OK,N
BR391,C1390,A2390,8625.21,ACTIVE,SAVINGS,2025-01-21,B14,OK,N
BR392,C1391,A2391,5076.37,PENDING,LOAN,2021-08-05,B2,OK,Y
BR393,C1392,A2392,42273.3,PENDING,SAVINGS,2023-06-29,B6,OK,N
BR394,C1393,A2393,16370.59,INACTIVE,LOAN,2021-05-09,B12,OK,N
BR395,C1394,A2394,46170.95,PENDING,LOAN,2023-04-05,B7,OK,Y
BR396,C1395,A2395,29418.06,PENDING,SAVINGS,2022-06-14,B11,OK,Y
BR397,C1396,A2396,46972.64,INACTIVE,SAVINGS,2022-03-07,B9,OK,N
BR398,C1397,A2397,19778.25,INACTIVE,CURRENT,2022-09-04,B19,OK,N
BR399,C1398,A2398,12416.53,ACTIVE,CURRENT,2022-12-01,B10,OK,Y
BR400,C1399,A2399,8352.38,INACTIVE,SAVINGS,2020-07-23,B13,OK,N
BR401,C1400,A2400,,ACTIVE,SAVINGS,2021-11-28,B2,,Y
BR402,C1401,A2401,27544.43,INACTIVE,SAVINGS,2020-07-28,B11,OK,N
BR403,C1402,A2402,37564.28,ACTIVE,LOAN,2022-06-14,B17,OK,N
BR404,C1403,A2403,4564.21,ACTIVE,LOAN,2023-10-17,B19,OK,N
BR405,C1404,A2404,39356.47,ACTIVE,LOAN,2022-01-02,B6,OK,Y
BR406,C1405,A2405,22923.41,ACTIVE,LOAN,2021-04-09,B7,OK,N
BR407,C1406,A2406,71.45,PENDING,LOAN,2022-11-24,B8,OK,N
BR408,C1407,A2407,17394.49,INACTIVE,SAVINGS,2021-04-12,B6,OK,N
BR409,C1408,A2408,39799.2,ACTIVE,LOAN,2023-12-15,B10,OK,N
BR410,C1409,A2409,27874.44,ACTIVE,SAVINGS,2025-01-22,B17,OK,Y
BR411,C1410,A2410,46078.26,ACTIVE,SAVINGS,2020-02-14,B15,OK,N
BR412,C1411,A2411,28068.18,INACTIVE,SAVINGS,2021-03-27,B19,OK,Y
BR413,C1412,A2412,3988.98,ACTIVE,LOAN,2024-02-20,B8,OK,Y
BR414,C1413,A2413,22959.34,INACTIVE,LOAN,2024-01-04,B9,OK,Y
BR415,C1414,A2414,40588.65,INACTIVE,SAVINGS,2023-10-18,B17,OK,Y
BR416,C1415,A2415,37291.59,ACTIVE,CURRENT,2023-07-23,B2,OK,N
BR417,C1416,A2416,32186.51,INACTIVE,SAVINGS,2025-02-15,B2,OK,Y
BR418,C1417,A2417,34204.53,ACTIVE,LOAN,2024-03-20,B13,OK,Y
BR419,C1418,A2418,48409.99,ACTIVE,CURRENT,2024-02-18,B13,OK,N
BR420,C1419,A2419,31441.51,PENDING,CURRENT,2020-02-23,B5,OK,Y
BR421,C1420,A2420,49301.03,ACTIVE,SAVINGS,2024-02-29,B13,OK,N
BR422,C1421,A2421,1499.22,ACTIVE,CURRENT,2020-12-21,B12,OK,Y
BR423,C1422,A2422,49899.74,ACTIVE,CURRENT,2021-12-09,B5,OK,N
BR424,C1423,A2423,25547.16,INACTIVE,CURRENT,2021-03-16,B3,OK,Y
BR425,C1424,A2424,16809.34,INACTIVE,SAVINGS,2021-06-17,B1,OK,N
BR426,C1425,A2425,37451.84,INACTIVE,CURRENT,2021-01-28,B20,,Y
BR427,C1426,A2426,144.07,PENDING,CURRENT,2024-05-24,B6,OK,N
BR428,C1427,A2427,44013.86,INACTIVE,CURRENT,2020-10-04,B11,OK,N
BR429,C1428,A2428,19548.59,ACTIVE,LOAN,2020-04-03,B12,OK,N
BR430,C1429,A2429,4624.99,PENDING,LOAN,2021-10-07,B1,OK,N
BR431,C1430,A2430,45119.45,ACTIVE,SAVINGS,2021-04-18,B19,OK,Y
BR432,C1431,A2431,6362.95,INACTIVE,LOAN,2024-02-29,B18,OK,Y
BR433,C1432,A2432,21204.12,PENDING,CURRENT,2024-01-31,B6,OK,N
BR434,C1433,A2433,2878.12,INACTIVE,CURRENT,2020-03-24,B2,OK,Y
BR435,C1434,A2434,16307.11,PENDING,SAVINGS,2023-12-06,B6,OK,N
BR436,C1435,A2435,44143.37,PENDING,SAVINGS,2025-04-01,B11,OK,Y
BR437,C1436,A2436,17609.37,INACTIVE,SAVINGS,2020-12-09,B2,OK,Y
BR438,C1437,A2437,15487.7,INACTIVE,SAVINGS,2025-02-13,B16,OK,Y
BR439,C1438,A2438,17283.72,PENDING,CURRENT,2024-07-24,B11,OK,Y
BR440,C1439,A2439,45739.71,INACTIVE,CURRENT,2022-10-17,B15,OK,Y
BR441,C1440,A2440,,ACTIVE,SAVINGS,2020-04-02,B18,OK,Y
BR442,C1441,A2441,24103.64,INACTIVE,LOAN,2021-04-28,B17,OK,Y
BR443,C1442,A2442,19265.06,PENDING,CURRENT,2024-04-07,B4,OK,Y
BR444,C1443,A2443,19649.63,PENDING,LOAN,2024-10-09,B12,OK,N
BR445,C1444,A2444,730.88,ACTIVE,CURRENT,2024-02-01,B4,OK,N
BR446,C1445,A2445,25466.65,INACTIVE,SAVINGS,2023-04-16,B4,OK,N
BR447,C1446,A2446,16201.62,INACTIVE,CURRENT,2024-05-08,B9,OK,Y
BR448,C1447,A2447,23950.05,INACTIVE,SAVINGS,2020-01-06,B7,OK,Y
BR449,C1448,A2448,34039.34,INACTIVE,LOAN,2025-02-12,B16,OK,Y
BR450,C1449,A2449,41478.61,INACTIVE,CURRENT,2020-11-12,B6,OK,Y
BR451,C1450,A2450,48020.27,PENDING,SAVINGS,2022-10-20,B6,,N
BR452,C1451,A2451,10962.16,ACTIVE,SAVINGS,2023-02-18,B18,OK,N
BR453,C1452,A2452,29580.08,ACTIVE,CURRENT,2023-04-05,B18,OK,Y
BR454,C1453,A2453,49254.22,ACTIVE,CURRENT,2022-07-12,B16,OK,Y
BR455,C1454,A2454,21482.44,ACTIVE,SAVINGS,2020-09-26,B7,OK,Y
BR456,C1455,A2455,13537.86,INACTIVE,CURRENT,2021-08-04,B10,OK,N
BR457,C1456,A2456,7283.51,INACTIVE,CURRENT,2024-03-20,B12,OK,Y
BR458,C1457,A2457,37759.82,ACTIVE,LOAN,2023-09-12,B4,OK,N
BR459,C1458,A2458,7456.36,INACTIVE,CURRENT,2023-08-03,B19,OK,Y
BR460,C1459,A2459,7970.58,INACTIVE,SAVINGS,2021-01-16,B5,OK,N
BR461,C1460,A2460,36841.42,ACTIVE,CURRENT,2022-05-12,B10,OK,N
BR462,C1461,A2461,39646.86,INACTIVE,CURRENT,2022-08-30,B14,OK,Y
BR463,C1462,A2462,10979.43,PENDING,SAVINGS,2020-09-25,B3,OK,N
BR464,C1463,A2463,30944.78,INACTIVE,CURRENT,2021-01-25,B18,OK,N
BR465,C1464,A2464,33065.06,PENDING,SAVINGS,2022-11-27,B17,OK,N
BR466,C1465,A2465,4566.46,ACTIVE,SAVINGS,2022-05-23,B6,OK,N
BR467,C1466,A2466,23065.62,ACTIVE,CURRENT,2020-12-26,B8,OK,N
BR468,C1467,A2467,31203.52,PENDING,LOAN,2024-08-13,B7,OK,Y
BR469,C1468,A2468,34084.06,INACTIVE,LOAN,2025-05-24,B8,OK,Y
BR470,C1469,A2469,14648.76,PENDING,CURRENT,2024-08-25,B7,OK,Y
BR471,C1470,A2470,23702.93,INACTIVE,SAVINGS,2022-07-15,B6,OK,N
BR472,C1471,A2471,20689.26,INACTIVE,LOAN,2025-01-06,B3,OK,N
BR473,C1472,A2472,2204.36,PENDING,SAVINGS,2024-03-07,B16,OK,Y
BR474,C1473,A2473,15228.18,INACTIVE,CURRENT,2022-05-03,B10,OK,N
BR475,C1474,A2474,35516.57,INACTIVE,CURRENT,2023-12-31,B5,OK,N
BR476,C1475,A2475,47696.89,PENDING,CURRENT,2022-03-23,B2,,N
BR477,C1476,A2476,7321.04,INACTIVE,SAVINGS,2020-03-12,B13,OK,Y
BR478,C1477,A2477,49383.11,PENDING,CURRENT,2022-11-13,B6,OK,N
BR479,C1478,A2478,20111.9,PENDING,LOAN,2022-07-04,B6,OK,N
BR480,C1479,A2479,26062.99,ACTIVE,CURRENT,2024-05-27,B16,OK,Y
BR481,C1480,A2480,,PENDING,SAVINGS,2023-08-02,B13,OK,Y
BR482,C1481,A2481,21929.13,ACTIVE,CURRENT,2021-10-25,B3,OK,N
BR483,C1482,A2482,17339.73,PENDING,SAVINGS,2022-11-22,B2,OK,Y
BR484,C1483,A2483,21563.15,PENDING,SAVINGS,2021-01-15,B7,OK,N
BR485,C1484,A2484,5195.25,ACTIVE,SAVINGS,2024-09-12,B14,OK,N
BR486,C1485,A2485,26455.6,ACTIVE,CURRENT,2020-03-24,B15,OK,Y
BR487,C1486,A2486,14295.56,INACTIVE,LOAN,2023-10-21,B7,OK,N
BR488,C1487,A2487,44001.61,PENDING,LOAN,2021-07-21,B10,OK,Y
BR489,C1488,A2488,46501.11,INACTIVE,LOAN,2024-07-09,B11,OK,N
BR490,C1489,A2489,11140.68,INACTIVE,SAVINGS,2021-08-03,B11,OK,N
BR491,C1490,A2490,23841.12,ACTIVE,CURRENT,2023-03-28,B14,OK,N
BR492,C1491,A2491,24776.62,PENDING,CURRENT,2020-05-02,B5,OK,N
BR493,C1492,A2492,20875.93,PENDING,SAVINGS,2023-03-14,B5,OK,N
BR494,C1493,A2493,21642.01,INACTIVE,LOAN,2023-10-17,B8,OK,Y
BR495,C1494,A2494,39657.11,ACTIVE,LOAN,2024-01-15,B6,OK,Y
BR496,C1495,A2495,24931.48,ACTIVE,LOAN,2025-04-30,B5,OK,Y
BR497,C1496,A2496,32569.36,ACTIVE,SAVINGS,2024-05-05,B19,OK,Y
BR498,C1497,A2497,23962.67,ACTIVE,CURRENT,2021-05-13,B15,OK,Y
BR499,C1498,A2498,34641.41,INACTIVE,SAVINGS,2020-09-24,B5,OK,Y
BR500,C1499,A2499,48951.75,PENDING,CURRENT,2024-09-15,B20,OK,N
