employee_id,customer_id,account_id,amount,status,type,date,branch,remarks,flag
EM314,C1313,A2313,28680.02,INACTIVE,LOAN,2021-06-01,B10,OK,N
EM315,C1314,A2314,41667.55,PENDING,SAVINGS,2024-02-26,B9,OK,Y
EM316,C1315,A2315,24668.54,INACTIVE,CURRENT,2023-11-13,B20,OK,N
EM317,C1316,A2316,24656.43,ACTIVE,LOAN,2024-03-30,B4,OK,N
EM318,C1317,A2317,4621.69,INACTIVE,LOAN,2023-08-14,B5,OK,Y
EM319,C1318,A2318,41532.86,ACTIVE,CURRENT,2025-02-13,B10,OK,N
EM320,C1319,A2319,22959.75,PENDING,SAVINGS,2025-03-21,B7,OK,N
EM321,C1320,A2320,,PENDING,SAVINGS,2024-10-24,B14,OK,Y
EM322,C1321,A2321,13200.81,INACTIVE,SAVINGS,2020-05-23,B6,OK,Y
EM323,C1322,A2322,6239.19,ACTIVE,CURRENT,2020-04-16,B17,OK,Y
EM324,C1323,A2323,23308.79,ACTIVE,SAVINGS,2023-05-12,B3,OK,Y
EM325,C1324,A2324,11890.91,ACTIVE,LOAN,2022-02-10,B19,OK,N
EM326,C1325,A2325,8565.98,INACTIVE,CURRENT,2022-12-10,B16,,N
EM327,C1326,A2326,37619.26,PENDING,CURRENT,2020-07-05,B6,OK,N
EM328,C1327,A2327,17657.67,PENDING,SAVINGS,2022-04-16,B4,OK,N
EM329,C1328,A2328,32258.93,PENDING,SAVINGS,2022-01-09,B10,OK,N
EM330,C1329,A2329,5266.36,ACTIVE,SAVINGS,2021-12-23,B10,OK,N
EM331,C1330,A2330,10848.27,INACTIVE,CURRENT,2022-03-11,B17,OK,N
EM332,C1331,A2331,25912.59,PENDING,SAVINGS,2022-07-20,B2,OK,N
EM333,C1332,A2332,17691.61,ACTIVE,LOAN,2022-12-25,B20,OK,Y
EM334,C1333,A2333,17473.56,PENDING,LOAN,2024-10-13,B11,OK,N
EM335,C1334,A2334,29317.47,INACTIVE,SAVINGS,2021-01-10,B19,OK,Y
EM336,C1335,A2335,22844.91,PENDING,CURRENT,2023-08-25,B2,OK,Y
EM337,C1336,A2336,29301.4,INACTIVE,LOAN,2023-07-25,B15,OK,Y
EM338,C1337,A2337,38192.69,INACTIVE,CURRENT,2023-11-19,B5,OK,Y
EM339,C1338,A2338,42764.5,INACTIVE,LOAN,2021-01-11,B13,OK,Y
EM340,C1339,A2339,3894.64,ACTIVE,SAVINGS,2020-11-17,B13,OK,N
EM341,C1340,A2340,9108.8,ACTIVE,CURRENT,2022-07-21,B10,OK,Y
EM342,C1341,A2341,21232.14,ACTIVE,CURRENT,2022-03-01,B5,OK,N
EM343,C1342,A2342,22670.06,ACTIVE,CURRENT,2023-12-27,B3,OK,N
EM344,C1343,A2343,13930.04,PENDING,LOAN,2024-03-07,B7,OK,Y
EM345,C1344,A2344,6384.78,ACTIVE,SAVINGS,2020-04-04,B17,OK,N
EM346,C1345,A2345,19850.75,ACTIVE,CURRENT,2020-05-15,B11,OK,Y
EM347,C1346,A2346,34638.36,ACTIVE,LOAN,2020-05-21,B2,OK,N
EM348,C1347,A2347,10286.53,ACTIVE,LOAN,2022-05-19,B14,OK,N
EM349,C1348,A2348,45271.77,ACTIVE,SAVINGS,2022-10-04,B11,OK,Y
EM350,C1349,A2349,17924.61,ACTIVE,SAVINGS,2023-02-22,B6,OK,Y
EM351,C1350,A2350,46964.96,INACTIVE,CURRENT,2021-08-11,B9,,Y
EM352,C1351,A2351,13178.18,PENDING,LOAN,2021-08-27,B6,OK,Y
EM353,C1352,A2352,1251.08,ACTIVE,SAVINGS,2020-03-03,B13,OK,N
EM354,C1353,A2353,44937.19,PENDING,CURRENT,2021-06-27,B4,OK,Y
EM355,C1354,A2354,48145.19,INACTIVE,CURRENT,2025-01-09,B6,OK,N
EM356,C1355,A2355,1418.4,ACTIVE,LOAN,2023-05-03,B19,OK,Y
EM357,C1356,A2356,6413.32,PENDING,CURRENT,2021-01-21,B8,OK,N
EM358,C1357,A2357,38236.75,ACTIVE,LOAN,2020-03-26,B2,OK,Y
EM359,C1358,A2358,42492.74,INACTIVE,LOAN,2024-04-09,B13,OK,N
EM360,C1359,A2359,44351.96,INACTIVE,SAVINGS,2020-06-26,B2,OK,N
EM361,C1360,A2360,,ACTIVE,CURRENT,2024-01-27,B18,OK,Y
EM362,C1361,A2361,20771.91,INACTIVE,LOAN,2020-06-30,B16,OK,N
EM363,C1362,A2362,23013.47,ACTIVE,CURRENT,2022-06-01,B5,OK,Y
EM364,C1363,A2363,42970.71,INACTIVE,SAVINGS,2022-03-09,B6,OK,Y
EM365,C1364,A2364,21096.83,INACTIVE,LOAN,2020-01-22,B7,OK,N
EM366,C1365,A2365,33996.04,INACTIVE,CURRENT,2024-06-21,B1,OK,Y
EM367,C1366,A2366,9879.79,ACTIVE,LOAN,2020-10-03,B8,OK,Y
EM368,C1367,A2367,25717.43,PENDING,LOAN,2021-12-13,B12,OK,Y
EM369,C1368,A2368,6471.03,ACTIVE,CURRENT,2022-11-07,B20,OK,N
EM370,C1369,A2369,11998.42,INACTIVE,SAVINGS,2020-11-18,B5,OK,Y
EM371,C1370,A2370,2419.09,ACTIVE,LOAN,2023-04-10,B2,OK,N
EM372,C1371,A2371,8591.77,ACTIVE,SAVINGS,2025-06-06,B5,OK,Y
EM373,C1372,A2372,43892.35,INACTIVE,LOAN,2023-11-18,B14,OK,Y
EM374,C1373,A2373,3376.06,ACTIVE,CURRENT,2022-09-29,B17,OK,Y
EM375,C1374,A2374,27521.2,PENDING,LOAN,2020-08-09,B12,OK,Y
EM376,C1375,A2375,9262.27,ACTIVE,CURRENT,2022-09-10,B8,,N
EM377,C1376,A2376,26905.94,PENDING,LOAN,2023-07-08,B14,OK,Y
EM378,C1377,A2377,39231.74,INACTIVE,LOAN,2021-02-02,B3,OK,Y
EM379,C1378,A2378,27159.24,ACTIVE,CURRENT,2025-03-16,B15,OK,N
EM380,C1379,A2379,33504.2,ACTIVE,SAVINGS,2025-04-05,B1,OK,Y
EM381,C1380,A2380,34355.55,INACTIVE,LOAN,2024-12-28,B11,OK,N
EM382,C1381,A2381,7560.6,ACTIVE,LOAN,2025-05-17,B4,OK,N
EM383,C1382,A2382,17834.09,ACTIVE,CURRENT,2022-08-11,B17,OK,N
EM384,C1383,A2383,7110.22,ACTIVE,CURRENT,2021-02-03,B7,OK,Y
EM385,C1384,A2384,20991.66,INACTIVE,LOAN,2021-04-13,B19,OK,N
EM386,C1385,A2385,29220.86,INACTIVE,CURRENT,2023-08-02,B20,OK,N
EM387,C1386,A2386,15777.71,PENDING,LOAN,2021-12-13,B1,OK,Y
EM388,C1387,A2387,23577.8,ACTIVE,LOAN,2022-06-27,B19,OK,N
EM389,C1388,A2388,20293.86,INACTIVE,LOAN,2024-06-25,B7,OK,N
EM390,C1389,A2389,28059.96,PENDING,LOAN,2024-04-14,B5,OK,N
EM391,C1390,A2390,10687.2,PENDING,CURRENT,2021-12-26,B19,OK,N
EM392,C1391,A2391,17896.33,ACTIVE,CURRENT,2025-04-05,B14,OK,N
EM393,C1392,A2392,23333.34,PENDING,SAVINGS,2024-05-26,B8,OK,N
EM394,C1393,A2393,4448.07,ACTIVE,CURRENT,2025-03-17,B11,OK,N
EM395,C1394,A2394,16648.09,ACTIVE,CURRENT,2023-04-12,B17,OK,Y
EM396,C1395,A2395,17952.16,ACTIVE,SAVINGS,2022-06-29,B9,OK,N
EM397,C1396,A2396,8133.92,INACTIVE,CURRENT,2020-07-30,B19,OK,N
EM398,C1397,A2397,19744.52,PENDING,SAVINGS,2021-12-08,B20,OK,Y
EM399,C1398,A2398,2377.93,PENDING,LOAN,2021-12-22,B19,OK,N
EM400,C1399,A2399,37899.81,PENDING,LOAN,2021-09-16,B4,OK,N
EM401,C1400,A2400,,INACTIVE,CURRENT,2023-11-20,B3,,N
EM402,C1401,A2401,38735.71,ACTIVE,CURRENT,2023-10-23,B16,OK,Y
EM403,C1402,A2402,12079.42,ACTIVE,LOAN,2021-01-18,B6,OK,Y
EM404,C1403,A2403,865.93,PENDING,LOAN,2024-04-26,B5,OK,N
EM405,C1404,A2404,4337.76,ACTIVE,LOAN,2023-09-13,B5,OK,N
EM406,C1405,A2405,44567.22,PENDING,LOAN,2024-09-20,B19,OK,Y
EM407,C1406,A2406,34851.41,PENDING,CURRENT,2022-12-25,B20,OK,N
EM408,C1407,A2407,33059.47,INACTIVE,CURRENT,2023-01-19,B10,OK,Y
EM409,C1408,A2408,10753.25,INACTIVE,SAVINGS,2021-09-28,B5,OK,Y
EM410,C1409,A2409,42427.84,PENDING,CURRENT,2020-06-26,B8,OK,N
EM411,C1410,A2410,27551.34,INACTIVE,CURRENT,2022-06-13,B4,OK,Y
EM412,C1411,A2411,41625.45,ACTIVE,LOAN,2024-03-31,B7,OK,Y
EM413,C1412,A2412,25696.23,INACTIVE,LOAN,2025-05-24,B16,OK,N
EM414,C1413,A2413,20263.42,INACTIVE,LOAN,2022-03-13,B16,OK,N
EM415,C1414,A2414,25503.56,PENDING,CURRENT,2023-09-18,B11,OK,Y
EM416,C1415,A2415,46964.6,INACTIVE,LOAN,2024-11-13,B3,OK,Y
EM417,C1416,A2416,25098.34,PENDING,CURRENT,2020-08-10,B8,OK,Y
EM418,C1417,A2417,19084.08,ACTIVE,SAVINGS,2023-10-27,B18,OK,N
EM419,C1418,A2418,27083.44,INACTIVE,SAVINGS,2025-02-18,B7,OK,Y
EM420,C1419,A2419,22196.01,ACTIVE,CURRENT,2025-06-09,B15,OK,N
EM421,C1420,A2420,11582.74,INACTIVE,SAVINGS,2022-01-08,B5,OK,Y
EM422,C1421,A2421,837.89,ACTIVE,LOAN,2025-06-02,B2,OK,N
EM423,C1422,A2422,28646.04,INACTIVE,CURRENT,2021-07-18,B7,OK,N
EM424,C1423,A2423,18553.48,PENDING,SAVINGS,2024-09-30,B15,OK,N
EM425,C1424,A2424,5135.72,ACTIVE,SAVINGS,2022-09-07,B19,OK,Y
EM426,C1425,A2425,16794.43,ACTIVE,LOAN,2022-01-17,B2,,N
EM427,C1426,A2426,24316.66,PENDING,LOAN,2025-04-02,B10,OK,Y
EM428,C1427,A2427,11334.58,INACTIVE,LOAN,2022-08-30,B8,OK,N
EM429,C1428,A2428,41133.66,INACTIVE,LOAN,2021-01-02,B1,OK,N
EM430,C1429,A2429,3328.66,INACTIVE,CURRENT,2020-02-12,B20,OK,N
EM431,C1430,A2430,23749.51,PENDING,CURRENT,2020-11-27,B5,OK,N
EM432,C1431,A2431,6960.53,ACTIVE,LOAN,2023-04-06,B14,OK,N
EM433,C1432,A2432,3501.19,ACTIVE,SAVINGS,2021-10-20,B8,OK,N
EM434,C1433,A2433,34349.6,INACTIVE,CURRENT,2025-02-09,B17,OK,N
EM435,C1434,A2434,21537.3,INACTIVE,CURRENT,2021-10-09,B16,OK,N
EM436,C1435,A2435,34612.26,PENDING,LOAN,2022-05-18,B13,OK,N
EM437,C1436,A2436,36503.52,ACTIVE,SAVINGS,2021-01-11,B7,OK,N
EM438,C1437,A2437,48723.63,INACTIVE,CURRENT,2023-02-16,B19,OK,Y
EM439,C1438,A2438,20676.91,ACTIVE,LOAN,2020-06-28,B15,OK,N
EM440,C1439,A2439,14106.45,ACTIVE,LOAN,2021-03-13,B12,OK,N
EM441,C1440,A2440,,PENDING,CURRENT,2021-07-04,B9,OK,N
EM442,C1441,A2441,30939.74,INACTIVE,LOAN,2025-01-06,B5,OK,Y
EM443,C1442,A2442,31781.83,PENDING,SAVINGS,2023-08-05,B13,OK,N
EM444,C1443,A2443,11198.73,PENDING,CURRENT,2021-03-25,B13,OK,Y
EM445,C1444,A2444,832.36,ACTIVE,LOAN,2023-03-06,B16,OK,N
EM446,C1445,A2445,17264.99,PENDING,CURRENT,2022-09-09,B8,OK,N
EM447,C1446,A2446,37757.15,INACTIVE,SAVINGS,2023-12-07,B16,OK,N
EM448,C1447,A2447,8838.16,PENDING,LOAN,2025-04-11,B7,OK,N
EM449,C1448,A2448,43443.54,INACTIVE,CURRENT,2020-03-29,B7,OK,N
EM450,C1449,A2449,13235.16,INACTIVE,SAVINGS,2021-01-15,B12,OK,N
EM451,C1450,A2450,22565.12,INACTIVE,LOAN,2022-10-31,B14,,N
EM452,C1451,A2451,41567.67,INACTIVE,SAVINGS,2020-10-07,B13,OK,N
EM453,C1452,A2452,26096.65,INACTIVE,CURRENT,2020-01-20,B11,OK,Y
EM454,C1453,A2453,31334.07,ACTIVE,LOAN,2024-04-22,B1,OK,Y
EM455,C1454,A2454,7042.44,INACTIVE,CURRENT,2024-02-04,B19,OK,Y
EM456,C1455,A2455,35470.99,INACTIVE,LOAN,2023-03-03,B4,OK,N
EM457,C1456,A2456,12245.37,ACTIVE,LOAN,2025-04-15,B19,OK,N
EM458,C1457,A2457,43582.34,PENDING,SAVINGS,2022-12-18,B18,OK,Y
EM459,C1458,A2458,14190.92,PENDING,LOAN,2022-01-12,B4,OK,Y
EM460,C1459,A2459,25572.45,INACTIVE,CURRENT,2023-01-30,B14,OK,Y
EM461,C1460,A2460,30448.81,INACTIVE,SAVINGS,2020-04-08,B9,OK,Y
EM462,C1461,A2461,47569.58,INACTIVE,CURRENT,2024-12-13,B3,OK,Y
EM463,C1462,A2462,38802.79,ACTIVE,CURRENT,2024-09-08,B7,OK,N
EM464,C1463,A2463,29155.22,ACTIVE,SAVINGS,2023-04-15,B17,OK,N
EM465,C1464,A2464,44466.72,ACTIVE,LOAN,2022-10-27,B1,OK,N
EM466,C1465,A2465,10111.93,PENDING,LOAN,2023-02-01,B4,OK,Y
EM467,C1466,A2466,18895.7,PENDING,SAVINGS,2020-03-26,B12,OK,N
EM468,C1467,A2467,5210.24,INACTIVE,CURRENT,2022-11-18,B13,OK,N
EM469,C1468,A2468,29622.5,PENDING,LOAN,2021-08-10,B7,OK,N
EM470,C1469,A2469,661.61,ACTIVE,LOAN,2021-07-01,B10,OK,Y
EM471,C1470,A2470,15873.37,PENDING,CURRENT,2025-01-16,B1,OK,Y
EM472,C1471,A2471,5050.52,PENDING,CURRENT,2020-11-05,B7,OK,Y
EM473,C1472,A2472,23155.43,INACTIVE,SAVINGS,2020-02-18,B14,OK,N
EM474,C1473,A2473,37004.89,PENDING,LOAN,2023-11-09,B3,OK,Y
EM475,C1474,A2474,2858.71,INACTIVE,SAVINGS,2023-10-26,B5,OK,Y
EM476,C1475,A2475,37315.84,PENDING,LOAN,2023-01-28,B16,,N
EM477,C1476,A2476,44510.61,PENDING,SAVINGS,2020-03-15,B8,OK,Y
EM478,C1477,A2477,8001.65,ACTIVE,CURRENT,2022-01-02,B20,OK,Y
EM479,C1478,A2478,31852.03,ACTIVE,SAVINGS,2021-05-04,B17,OK,Y
EM480,C1479,A2479,35198.05,PENDING,LOAN,2023-01-28,B19,OK,Y
EM481,C1480,A2480,,ACTIVE,CURRENT,2022-09-03,B18,OK,Y
EM482,C1481,A2481,9040.9,PENDING,LOAN,2021-11-26,B9,OK,Y
EM483,C1482,A2482,43556.49,PENDING,SAVINGS,2020-05-22,B17,OK,N
EM484,C1483,A2483,36837.7,ACTIVE,SAVINGS,2020-06-12,B5,OK,N
EM485,C1484,A2484,10679.61,INACTIVE,CURRENT,2024-09-23,B4,OK,N
EM486,C1485,A2485,34136.87,ACTIVE,SAVINGS,2024-09-27,B16,OK,N
EM487,C1486,A2486,2664.32,INACTIVE,SAVINGS,2025-04-12,B5,OK,N
EM488,C1487,A2487,20006.51,PENDING,CURRENT,2023-12-12,B20,OK,Y
EM489,C1488,A2488,10575.52,INACTIVE,LOAN,2024-01-04,B16,OK,N
EM490,C1489,A2489,1857.23,INACTIVE,SAVINGS,2022-09-27,B3,OK,N
EM491,C1490,A2490,3730.74,ACTIVE,CURRENT,2025-03-29,B17,OK,Y
EM492,C1491,A2491,25053.48,INACTIVE,CURRENT,2023-07-04,B19,OK,Y
EM493,C1492,A2492,10802.99,PENDING,SAVINGS,2024-07-05,B17,OK,N
EM494,C1493,A2493,10408.69,PENDING,LOAN,2020-03-27,B8,OK,N
EM495,C1494,A2494,12145.45,PENDING,SAVINGS,2023-10-17,B8,OK,N
EM496,C1495,A2495,11231.02,ACTIVE,CURRENT,2023-05-27,B19,OK,Y
EM497,C1496,A2496,43328.5,ACTIVE,SAVINGS,2021-08-13,B20,OK,Y
EM498,C1497,A2497,12952.23,ACTIVE,LOAN,2023-08-31,B9,OK,N
EM499,C1498,A2498,48767.27,PENDING,CURRENT,2021-12-03,B3,OK,N
EM500,C1499,A2499,30705.91,INACTIVE,CURRENT,2020-01-03,B14,OK,N
