account_id,customer_id,amount,status,type,date,branch,remarks,flag
A2342,C1342,25901.99,INACTIVE,LOAN,2021-06-24,B1,OK,Y
A2343,C1343,40293.73,INACTIVE,LOAN,2024-04-13,B5,OK,N
A2344,C1344,3888.02,PENDING,SAVINGS,2023-02-14,B18,OK,Y
A2345,C1345,49605.68,INACTIVE,SAVINGS,2023-06-05,B11,OK,Y
A2346,C1346,6483.05,PENDING,LOAN,2024-12-03,B4,OK,Y
A2347,C1347,38767.81,PENDING,CURRENT,2021-07-13,B12,OK,Y
A2348,C1348,44938.54,PENDING,SAVINGS,2020-05-10,B15,OK,N
A2349,C1349,35706.9,INACTIVE,LOAN,2020-09-30,B13,OK,N
A2350,C1350,37782.27,INACTIVE,CURRENT,2021-08-21,B16,,Y
A2351,C1351,48719.3,ACTIVE,CURRENT,2021-04-15,B2,OK,N
A2352,C1352,2993.86,ACTIVE,SAVINGS,2023-05-01,B15,OK,Y
A2353,C1353,48821.57,PENDING,SAVINGS,2020-09-28,B13,OK,N
A2354,C1354,11132.22,PENDING,CURRENT,2021-01-10,B7,OK,Y
A2355,C1355,4538.1,INACTIVE,CURRENT,2020-06-25,B4,OK,Y
A2356,C1356,10241.95,PENDING,LOAN,2022-07-06,B3,OK,N
A2357,C1357,28585.64,ACTIVE,SAVINGS,2023-06-19,B4,OK,N
A2358,C1358,42936.74,PENDING,CURRENT,2023-06-04,B3,OK,N
A2359,C1359,21575.49,ACTIVE,SAVINGS,2023-09-25,B9,OK,N
A2360,C1360,,INACTIVE,CURRENT,2023-04-06,B11,OK,N
A2361,C1361,25836.14,PENDING,LOAN,2020-05-24,B7,OK,N
A2362,C1362,17388.37,PENDING,CURRENT,2021-12-10,B4,OK,N
A2363,C1363,16470.99,ACTIVE,CURRENT,2022-04-21,B5,OK,Y
A2364,C1364,13913.41,PENDING,LOAN,2020-04-04,B6,OK,N
A2365,C1365,2856.86,PENDING,SAVINGS,2021-06-28,B19,OK,Y
A2366,C1366,46886.65,PENDING,LOAN,2023-02-17,B15,OK,Y
A2367,C1367,46534.23,INACTIVE,SAVINGS,2020-10-15,B16,OK,N
A2368,C1368,25157.47,PENDING,CURRENT,2025-01-22,B3,OK,N
A2369,C1369,6500.56,PENDING,LOAN,2021-04-22,B14,OK,N
A2370,C1370,3142.23,PENDING,CURRENT,2022-12-25,B17,OK,Y
A2371,C1371,3109.86,ACTIVE,SAVINGS,2020-02-08,B12,OK,Y
A2372,C1372,11949.07,PENDING,LOAN,2023-08-23,B14,OK,N
A2373,C1373,8269.02,ACTIVE,SAVINGS,2021-03-25,B17,OK,Y
A2374,C1374,32785.23,PENDING,SAVINGS,2024-06-23,B1,OK,Y
A2375,C1375,27234.68,ACTIVE,CURRENT,2021-11-12,B5,,Y
A2376,C1376,12799.4,INACTIVE,CURRENT,2023-05-01,B2,OK,Y
A2377,C1377,42698.32,INACTIVE,SAVINGS,2024-02-06,B11,OK,N
A2378,C1378,46482.82,PENDING,LOAN,2024-11-02,B13,OK,N
A2379,C1379,39651.56,INACTIVE,CURRENT,2023-10-08,B4,OK,Y
A2380,C1380,35726.9,INACTIVE,SAVINGS,2021-03-03,B4,OK,Y
A2381,C1381,12288.97,ACTIVE,SAVINGS,2025-06-05,B11,OK,Y
A2382,C1382,45448.9,INACTIVE,CURRENT,2022-08-10,B18,OK,Y
A2383,C1383,34782.11,INACTIVE,SAVINGS,2024-02-12,B1,OK,Y
A2384,C1384,48418.64,PENDING,LOAN,2022-07-09,B7,OK,N
A2385,C1385,40741.16,INACTIVE,SAVINGS,2023-08-08,B20,OK,N
A2386,C1386,18756.78,PENDING,CURRENT,2021-03-29,B8,OK,N
A2387,C1387,714.54,INACTIVE,CURRENT,2022-10-07,B12,OK,Y
A2388,C1388,29663.8,PENDING,LOAN,2024-03-16,B4,OK,Y
A2389,C1389,34458.86,INACTIVE,SAVINGS,2022-05-12,B2,OK,Y
A2390,C1390,48861.73,PENDING,LOAN,2022-03-02,B14,OK,N
A2391,C1391,26285.61,ACTIVE,LOAN,2023-12-29,B6,OK,Y
A2392,C1392,29111.94,ACTIVE,LOAN,2023-01-18,B15,OK,N
A2393,C1393,15054.91,ACTIVE,SAVINGS,2023-12-19,B15,OK,N
A2394,C1394,49535.76,PENDING,LOAN,2021-12-07,B14,OK,N
A2395,C1395,42807.14,INACTIVE,SAVINGS,2023-10-01,B15,OK,N
A2396,C1396,40816.54,PENDING,LOAN,2022-04-30,B10,OK,N
A2397,C1397,43403.26,ACTIVE,SAVINGS,2025-04-13,B11,OK,N
A2398,C1398,45526.19,PENDING,CURRENT,2022-11-28,B8,OK,N
A2399,C1399,12420.26,ACTIVE,CURRENT,2023-12-21,B8,OK,N
A2400,C1400,,ACTIVE,LOAN,2022-05-29,B13,,Y
A2401,C1401,6808.71,ACTIVE,SAVINGS,2022-08-17,B20,OK,N
A2402,C1402,39770.34,ACTIVE,CURRENT,2023-05-21,B13,OK,N
A2403,C1403,406.22,ACTIVE,SAVINGS,2024-02-28,B14,OK,N
A2404,C1404,36938.11,INACTIVE,LOAN,2022-05-07,B18,OK,Y
A2405,C1405,33110.85,PENDING,SAVINGS,2020-07-18,B6,OK,N
A2406,C1406,40728.19,ACTIVE,SAVINGS,2022-01-04,B11,OK,N
A2407,C1407,1809.72,INACTIVE,CURRENT,2020-03-05,B12,OK,N
A2408,C1408,27946.24,ACTIVE,CURRENT,2025-05-20,B9,OK,Y
A2409,C1409,45975.47,PENDING,CURRENT,2023-02-11,B3,OK,Y
A2410,C1410,6443.46,ACTIVE,CURRENT,2021-10-23,B11,OK,N
A2411,C1411,8379.47,ACTIVE,CURRENT,2020-02-06,B18,OK,Y
A2412,C1412,21023.5,INACTIVE,SAVINGS,2024-07-11,B20,OK,N
A2413,C1413,5319.28,PENDING,LOAN,2020-02-03,B13,OK,Y
A2414,C1414,24969.39,ACTIVE,CURRENT,2023-04-14,B2,OK,N
A2415,C1415,23607.61,PENDING,CURRENT,2021-01-22,B1,OK,Y
A2416,C1416,23599.93,INACTIVE,CURRENT,2023-07-16,B17,OK,Y
A2417,C1417,20815.12,PENDING,LOAN,2021-08-27,B3,OK,Y
A2418,C1418,44962.9,INACTIVE,SAVINGS,2025-02-07,B12,OK,Y
A2419,C1419,4147.9,INACTIVE,SAVINGS,2023-04-28,B20,OK,N
A2420,C1420,39998.46,ACTIVE,SAVINGS,2023-05-18,B11,OK,Y
A2421,C1421,43561.62,INACTIVE,SAVINGS,2021-03-03,B10,OK,Y
A2422,C1422,24539.32,INACTIVE,LOAN,2022-06-29,B13,OK,N
A2423,C1423,26172.71,PENDING,LOAN,2022-08-30,B6,OK,Y
A2424,C1424,26.83,INACTIVE,SAVINGS,2023-08-27,B5,OK,Y
A2425,C1425,42924.04,ACTIVE,LOAN,2021-05-14,B15,,Y
A2426,C1426,4248.74,INACTIVE,LOAN,2023-01-27,B13,OK,N
A2427,C1427,30537.47,PENDING,CURRENT,2023-01-19,B17,OK,N
A2428,C1428,23534.82,INACTIVE,SAVINGS,2023-10-04,B7,OK,N
A2429,C1429,1767.51,INACTIVE,LOAN,2024-05-21,B5,OK,N
A2430,C1430,10884.58,INACTIVE,CURRENT,2023-07-09,B2,OK,N
A2431,C1431,35405.94,PENDING,SAVINGS,2021-08-08,B19,OK,N
A2432,C1432,46816.68,ACTIVE,LOAN,2023-07-24,B3,OK,N
A2433,C1433,45148.73,ACTIVE,SAVINGS,2020-01-01,B1,OK,Y
A2434,C1434,40863.43,ACTIVE,LOAN,2021-05-30,B2,OK,Y
A2435,C1435,49940.78,INACTIVE,CURRENT,2023-10-28,B9,OK,N
A2436,C1436,10018.79,PENDING,SAVINGS,2022-04-19,B3,OK,N
A2437,C1437,5772.92,INACTIVE,CURRENT,2022-10-25,B4,OK,Y
A2438,C1438,45226.28,ACTIVE,SAVINGS,2022-04-15,B20,OK,Y
A2439,C1439,10097.93,PENDING,SAVINGS,2022-07-21,B17,OK,Y
A2440,C1440,,INACTIVE,LOAN,2024-07-04,B20,OK,N
A2441,C1441,32936.0,ACTIVE,CURRENT,2020-04-17,B2,OK,N
A2442,C1442,7977.7,ACTIVE,LOAN,2021-10-08,B1,OK,Y
A2443,C1443,12615.98,ACTIVE,CURRENT,2024-05-25,B19,OK,N
A2444,C1444,24958.3,ACTIVE,SAVINGS,2021-08-07,B1,OK,Y
A2445,C1445,7882.24,PENDING,SAVINGS,2021-05-13,B19,OK,N
A2446,C1446,46139.34,ACTIVE,SAVINGS,2023-03-08,B12,OK,Y
A2447,C1447,13513.21,ACTIVE,SAVINGS,2021-09-07,B8,OK,N
A2448,C1448,41291.26,INACTIVE,LOAN,2020-10-04,B10,OK,Y
A2449,C1449,14892.75,PENDING,SAVINGS,2021-09-05,B17,OK,Y
A2450,C1450,38591.23,ACTIVE,CURRENT,2022-03-29,B4,,Y
A2451,C1451,48204.03,INACTIVE,CURRENT,2025-05-31,B1,OK,N
A2452,C1452,34706.06,INACTIVE,CURRENT,2021-01-03,B7,OK,N
A2453,C1453,49014.68,PENDING,SAVINGS,2022-11-28,B18,OK,Y
A2454,C1454,6898.19,PENDING,LOAN,2021-02-10,B12,OK,N
A2455,C1455,11400.83,ACTIVE,SAVINGS,2025-06-06,B12,OK,Y
A2456,C1456,34789.81,ACTIVE,CURRENT,2021-11-09,B14,OK,N
A2457,C1457,22093.71,INACTIVE,LOAN,2023-05-04,B20,OK,N
A2458,C1458,18561.35,ACTIVE,LOAN,2021-06-15,B5,OK,Y
A2459,C1459,39374.99,INACTIVE,SAVINGS,2021-11-01,B4,OK,Y
A2460,C1460,43459.27,PENDING,SAVINGS,2021-02-10,B13,OK,Y
A2461,C1461,15157.51,INACTIVE,LOAN,2024-05-14,B12,OK,Y
A2462,C1462,49498.75,PENDING,SAVINGS,2023-05-06,B9,OK,N
A2463,C1463,9075.56,PENDING,LOAN,2020-08-22,B1,OK,N
A2464,C1464,36435.87,ACTIVE,LOAN,2023-03-04,B13,OK,N
A2465,C1465,22761.98,PENDING,SAVINGS,2025-06-11,B8,OK,N
A2466,C1466,3095.71,ACTIVE,SAVINGS,2021-02-08,B14,OK,Y
A2467,C1467,37340.81,INACTIVE,LOAN,2021-12-22,B3,OK,Y
A2468,C1468,47864.54,PENDING,CURRENT,2024-06-28,B19,OK,N
A2469,C1469,14399.5,INACTIVE,LOAN,2024-05-21,B11,OK,N
A2470,C1470,44098.41,ACTIVE,SAVINGS,2022-03-03,B10,OK,N
A2471,C1471,2932.3,PENDING,CURRENT,2021-07-20,B2,OK,N
A2472,C1472,15893.71,PENDING,CURRENT,2024-02-20,B15,OK,Y
A2473,C1473,8535.47,ACTIVE,CURRENT,2021-06-09,B7,OK,N
A2474,C1474,10078.38,ACTIVE,LOAN,2020-12-08,B14,OK,N
A2475,C1475,28295.55,PENDING,LOAN,2020-09-21,B3,,N
A2476,C1476,11994.08,INACTIVE,LOAN,2024-11-26,B6,OK,N
A2477,C1477,41062.18,ACTIVE,SAVINGS,2021-09-17,B17,OK,Y
A2478,C1478,7110.39,ACTIVE,CURRENT,2022-11-05,B16,OK,Y
A2479,C1479,19352.41,PENDING,LOAN,2021-08-25,B14,OK,N
A2480,C1480,,ACTIVE,LOAN,2022-12-26,B14,OK,N
A2481,C1481,1342.59,INACTIVE,LOAN,2020-05-06,B10,OK,N
A2482,C1482,16272.2,PENDING,SAVINGS,2020-10-13,B18,OK,Y
A2483,C1483,10922.5,PENDING,SAVINGS,2020-12-01,B10,OK,N
A2484,C1484,25984.05,ACTIVE,SAVINGS,2025-06-20,B17,OK,N
A2485,C1485,45519.67,PENDING,SAVINGS,2022-05-22,B12,OK,Y
A2486,C1486,39086.26,INACTIVE,LOAN,2021-11-02,B10,OK,N
A2487,C1487,48686.08,ACTIVE,LOAN,2020-10-03,B1,OK,Y
A2488,C1488,44172.29,ACTIVE,LOAN,2023-05-03,B12,OK,N
A2489,C1489,25774.78,ACTIVE,LOAN,2020-09-28,B14,OK,Y
A2490,C1490,3738.52,PENDING,LOAN,2023-11-25,B10,OK,N
A2491,C1491,36169.25,INACTIVE,CURRENT,2022-04-12,B13,OK,N
A2492,C1492,21919.91,INACTIVE,LOAN,2023-12-05,B14,OK,Y
A2493,C1493,39956.25,PENDING,CURRENT,2021-05-27,B9,OK,N
A2494,C1494,48041.35,INACTIVE,LOAN,2020-04-09,B10,OK,N
A2495,C1495,17239.3,ACTIVE,CURRENT,2020-10-23,B16,OK,Y
A2496,C1496,43845.48,ACTIVE,CURRENT,2024-05-16,B3,OK,N
A2497,C1497,8506.35,INACTIVE,LOAN,2022-04-19,B10,OK,N
A2498,C1498,11046.42,ACTIVE,LOAN,2022-09-09,B12,OK,Y
A2499,C1499,41561.4,INACTIVE,LOAN,2022-03-15,B15,OK,Y
